Region,Crime_Rate,Education_Level,Employment_Rate,Median_Income,Poverty_Rate,Population_Density
Region_160,731,89.98910110371347,83.96343299989191,86155,20.075988876332083,2937
Region_161,606,67.46934995246664,52.921581014590906,119186,20.474789117464702,1512
Region_162,1062,73.41159142206897,67.20082895913758,45372,28.519332492237524,4136
Region_163,695,81.24879935255261,71.80353818649125,23642,24.39778832018265,2311
Region_164,845,68.88629737200847,51.053168572686424,48001,8.198423112794579,4230
Region_165,1101,91.82824066461664,88.91986394002978,54064,13.687677060629525,2891
Region_166,1413,79.37268021170371,77.40959529894988,114826,15.88484115439339,1817
Region_167,1404,64.70223396104858,67.8906612755535,34122,14.899039718690123,4230
Region_168,1421,85.7029599894914,49.02972990876504,44820,21.73271522904698,3610
Region_169,1304,76.38238650723929,42.692910349901304,88431,27.297327581414063,2162
Region_170,239,76.72279456286235,56.00299162604917,75745,12.6512865880697,4808
Region_171,1298,74.0543974193793,77.65936679567014,70081,18.79692841052964,676
Region_172,1458,74.85059744106245,53.46656491510125,90902,24.73523554783964,4209
Region_173,1450,88.26781405331204,66.97781102477526,28711,15.405451471133734,3464
Region_174,1356,55.14907396656578,76.39735883653717,105132,9.202953209982397,1425
Region_175,682,66.71814056552411,45.397185732323216,38793,16.873774131593706,1231
Region_176,677,53.775168190194464,74.26490080579367,28199,6.380563018575712,540
Region_177,1022,87.66231103737255,44.593544385502234,96253,28.55958635005692,3779
Region_178,1332,63.61509273601497,88.25648710634982,56191,6.870530129874326,3584
Region_179,1432,94.87152049094422,64.41970650324697,30211,15.961417881264454,3346
Region_180,759,76.32892333296469,47.53380538549387,83069,18.247031527213153,1990
Region_181,1484,90.03748857430605,57.11918180167733,108896,29.63259580718214,4458
Region_182,698,98.94657178079805,60.67082246476308,76746,9.15054559107152,1932
Region_183,367,91.98944297282853,77.90925055382687,41542,7.860787965308964,4958
Region_184,1298,93.34968800057618,77.17118930383046,51312,5.2176536765635895,3037
Region_185,1307,70.39922476824223,70.59702526686655,65242,8.889285921732558,3209
Region_186,733,77.58612976296699,45.29653562792465,113783,10.181824476691691,4825
Region_187,713,62.69442820216521,47.57846857938368,107893,20.764523539577308,4580
Region_188,1447,59.80565498467264,44.68784603227783,75388,10.49266975978501,731
Region_189,1306,75.2753939553017,68.85863916437751,47691,5.51302036823313,1123
Region_190,1186,79.75244898502103,83.8569220755702,97960,25.665458637562217,2437
Region_191,491,66.96356229480955,61.690025612738594,104388,14.13989252509917,2444
Region_192,613,78.47217588817502,48.04240869788731,42601,13.842417164518348,2743
Region_193,1341,94.37302412567516,67.90211625744836,38020,12.561975729198164,1420
Region_194,1459,77.8360792391683,80.58761084328549,28155,29.384331928660522,4794
Region_195,1460,86.04065481552533,77.0856030756465,89119,9.252885432732036,4390
Region_196,1186,90.26574836789526,84.07253898375106,101051,27.45595159883088,2206
Region_197,1001,99.43643909777214,53.89510486244339,56777,24.420083303497197,2630
Region_198,1154,80.15987010884898,49.697693363388744,39710,6.911998887482827,4441
Region_199,748,90.3425074481293,83.99082429709694,44532,29.66822753752122,2209
Region_200,162,98.13246592774374,72.87801563890116,38601,11.784149088475264,3298
Region_201,51,97.22048627886367,55.54644650037771,83227,7.464573175560308,3781
Region_202,691,57.054092438885675,77.11740252862546,24967,25.732855853143985,3879
Region_203,269,70.3196154136761,80.75591922401838,104289,22.666888341942496,1677
Region_204,904,66.19950305533999,70.74891201705663,40022,20.43047014694752,3522
Region_205,1298,54.346250747517466,74.39420549399576,63463,8.899521592473329,77
Region_206,434,81.66203874554803,58.76299522213331,94671,16.96240290639905,2035
Region_207,1476,86.79523065980013,66.93478336715195,25722,24.513900672180345,4203
Region_208,1203,92.40640477334418,66.20795853630811,47413,12.590598453596005,1571
Region_209,1126,56.13884448313542,82.4023895565386,112772,12.792245712876037,346
Region_210,779,93.82220379376469,81.99819901410913,101050,5.078522651203053,2231
Region_211,1489,82.14627818071267,81.63402346735216,105867,9.356085041134488,3452
Region_212,296,85.19730675692547,40.551580713123286,103596,26.885140628045857,2346
Region_213,885,95.5312001770152,77.47727422344441,86732,16.043662290942677,2647
Region_214,252,81.23806355216256,77.93381950555025,32297,29.60586248086085,951
Region_215,1257,66.79329285749175,73.91894114275709,88323,14.892699089344815,1148
Region_216,172,91.25536657113298,77.81323289457262,43816,22.87966136950603,1727
Region_217,450,68.15296060975453,82.09851857483544,60695,12.047976072618228,2931
Region_218,816,51.71140554102646,63.51595270508928,39702,14.095241028523338,4916
Region_219,343,91.53272532826249,65.10251067442236,45242,9.768149689772367,1428
Region_220,329,67.25960724406377,46.23570284556952,75841,13.676559212484875,1298
Region_221,933,88.69172616006702,59.26879415236809,87712,18.68093801051608,3785
Region_222,247,68.13789473329727,72.16825899558921,105663,29.794322024481236,4291
Region_223,1031,93.05340099873608,79.01998880736372,112764,21.60504282679464,1314
Region_224,801,60.975526254047935,50.860454884560525,73574,9.98114886020785,1957
Region_225,193,98.7273632599435,46.89114495796177,105744,6.124036039788779,1108
Region_226,658,88.98793873940154,73.15210022502461,48482,8.158912032862766,2799
Region_227,1274,55.711896296019844,40.09399417624553,29171,19.063880031826184,2098
Region_228,1197,78.28883099832802,48.918629215366494,118932,24.12900822041916,4298
Region_229,236,99.26836561208674,41.45356901719769,23696,28.510480182518673,2526
Region_230,1399,73.55327263469073,48.34425589274355,40058,5.39557929992052,4066
Region_231,513,59.105356941079165,49.06596399627526,40313,18.069003539046747,4653
Region_232,1422,74.2389183575173,59.383679737519714,39149,16.77168390557942,3247
Region_233,709,75.62288279409609,60.116356234327796,73521,21.4013755493926,4636
Region_234,813,87.08434721143328,83.7131235305119,65740,18.989471361633548,3603
Region_235,1004,84.94229265804522,65.50548562494126,24956,22.175978764562014,4490
Region_236,452,70.12750217984903,76.17023828061431,95731,21.452064618729757,1811
Region_237,1419,60.901155374704324,45.20686789601437,102612,7.9252931214486555,270
Region_238,196,82.25270838846647,51.27193777318469,86641,24.99294784046799,4868
Region_239,1221,71.08519672766408,75.14717204893384,83811,8.08081439290812,4673
Region_240,913,56.61381055626652,42.64019802342641,72160,22.463265630228427,2938
Region_241,538,95.02861506181928,64.32988311218766,71313,15.403634191015168,1714
Region_242,978,84.56109288048272,69.9684482831467,83232,17.846268364414946,4036
Region_243,600,84.15919282227406,70.10728220262405,35417,27.582450359392762,4626
Region_244,387,91.12919379558369,41.1466405634021,44729,27.247093161837164,3027
Region_245,921,76.48308393275406,56.105400211459276,50099,25.44640764137574,1921
Region_246,690,90.75272142012285,71.8245325524577,118134,17.753709511408083,1512
Region_247,522,74.90453767555029,47.449986807462174,49961,23.40599525334583,394
Region_248,200,53.35876999578551,74.77078241640265,32602,17.822426387970232,94
Region_249,1488,70.26240440138443,77.29626044068372,29256,26.740152061869438,2118
Region_250,1371,74.87324469899453,89.09845952230727,106120,15.069395830822497,1564
Region_251,312,86.01012908161479,50.49209974282047,54681,29.25588361037192,2648
Region_252,193,55.32893650643372,81.25653338330577,111328,28.30806895572194,1051
Region_253,395,57.00092693302245,66.0148288459327,107440,23.540065486294637,1083
Region_254,673,63.18419013173082,58.67312980720867,84789,11.9853971044018,2090
Region_255,1066,63.32491966854411,46.1188378662589,63361,8.29133971983146,323
Region_256,930,86.60922892295312,76.77528032437688,84503,26.367586252329936,2697
Region_257,51,62.53653302807989,51.792879957184354,54540,9.132557153449032,1829
Region_258,946,81.65490316787238,58.57110009365229,46536,26.356519724933392,4526
Region_259,1377,74.71369250691357,43.127111344868425,104700,17.269125167809012,528
Region_260,303,78.66471890897003,80.06834579097595,83043,15.163919595202605,565
Region_261,502,91.90534815891479,78.32942619858217,98532,27.57976947086073,4336
Region_262,1110,70.21907507745121,76.68079150211562,76575,20.096274563506945,1241
Region_263,1233,88.54556885321352,54.972175524594334,22871,19.415350178242946,2718
Region_264,1064,71.10180297753436,48.674003713297864,66002,18.969148615609942,1461
Region_265,58,67.69356882806247,71.87766322351149,69812,14.279237900488285,3330
Region_266,1306,97.93135886566102,64.80831920566098,42626,24.641077588228182,321
Region_267,1172,59.21854603394816,48.91262334523208,79979,11.319961100394325,192
Region_268,865,54.516848028880396,74.29556355249318,96057,28.472374001031877,3382
Region_269,257,88.54929627677393,89.55632159106518,86668,27.34963012617402,837
Region_270,1204,53.41248526770458,77.36097938710188,119003,13.437008141872454,1731
Region_271,453,91.85394953515147,76.99931933428059,100070,23.236594245791593,672
Region_272,201,71.85966981786217,87.51563764652958,109390,19.330579861239787,3891
Region_273,103,95.77568386459569,50.14681837874511,62998,13.441232549980866,3726
Region_274,1193,86.07664305609528,68.27749824607201,83814,29.713041199886167,2622
Region_275,677,80.52023335039789,88.98233575169417,65607,5.630933646206605,3310
Region_276,636,97.46533985288829,48.26470554850873,27812,11.316150765532166,4762
Region_277,1493,69.83246865260271,75.01259797222605,81844,18.00185152777876,116
Region_278,1495,97.70434682698166,69.2905072985951,90093,18.048825086964097,4336
Region_279,153,56.75006387106035,69.32395460943535,22179,19.723326873639103,4666
Region_280,303,74.18774709662064,74.88353137600376,63798,23.79190430057298,1190
Region_281,1300,63.49556111960975,86.48084614378422,94601,20.58694576298241,2364
Region_282,1185,76.99213894540966,79.1290969925669,28275,20.007036513200923,2582
Region_283,559,58.10069389457923,42.8068051708105,70574,6.337861572826082,3630
Region_284,148,92.07648301550216,82.63640099378557,67857,14.413257194732457,1237
Region_285,202,92.32039246572786,51.27706649628663,40700,10.8013934925289,4521
Region_286,963,97.76181563617395,58.845708236818595,59464,11.634252790049386,4798
Region_287,927,57.733607044161815,63.08664068061911,62351,18.85843685850862,3389
Region_288,387,81.16662754524954,64.04530003765348,113330,9.98763287324021,598
Region_289,871,73.71186543501848,61.75901996276784,114319,12.348727525422438,4137
Region_290,1236,67.21918660221166,86.86766471079322,102534,10.927117712933502,122
Region_291,1006,67.57700805671094,75.30095038320124,33869,28.71257358045487,248
Region_292,210,70.63967753033762,71.55853229783531,80315,28.61664330427738,3251
Region_293,850,85.24627748444766,42.49210138914708,113688,20.248538964901293,1831
Region_294,447,79.91430291340774,85.19566651301874,40954,28.113061718297498,621
Region_295,1350,72.98407563805655,85.46950960041981,51555,24.64531613670933,840
Region_296,865,53.79667051848111,79.01065317150511,83353,19.748697070045218,1688
Region_297,1465,53.888267203947855,40.35146019068096,102190,5.160880287419893,1881
Region_298,1208,50.116969531288916,42.86401255388117,65026,24.3129071519851,1905
Region_299,1268,98.38496941035433,51.26118511342449,66976,22.562208539711722,1224
Region_300,450,50.262690927919245,46.56747040724534,100578,20.38134133206035,3790
Region_301,689,55.15468730068724,59.941801485186474,111502,24.010607792061794,3327
Region_302,1106,65.72982784047055,86.13115290438948,65095,17.823054119369143,228
Region_303,737,90.37151259083805,63.60302170984991,34270,22.602081783033476,2294
Region_304,509,98.10493928820588,40.67013132160828,50908,28.379302168162333,4136
Region_305,1004,89.5006779395928,54.1372844789381,35523,14.395125396152157,784
Region_306,519,84.52801162228204,42.22974541864808,82433,22.703045872515634,848
Region_307,1448,76.06503337067846,41.81438113067511,67068,16.892195450273967,837
Region_308,1095,54.33526059310918,53.785992654777615,39991,21.859991295349538,2845
Region_309,799,97.90853965019652,53.78061693394727,30775,24.072333388859104,4354
Region_310,87,87.91962069728407,79.35633013008021,97801,6.136312510894899,4638
Region_311,279,81.94746926671309,88.7417326390556,104995,21.165011098716548,3134
Region_312,1438,87.95179227694248,58.560354694499914,81250,10.668529610173614,2968
Region_313,612,86.20516646365692,61.44434394305193,36673,21.75081344518917,781
Region_314,487,81.86157898947434,82.23947181430107,47056,16.70825464834534,1179
Region_315,1356,99.02884000899941,53.40695100477567,26614,24.33881854662218,3496
Region_316,76,95.16819063180125,47.8190902201724,27415,8.08502038013991,1655
Region_317,275,82.33324595585816,82.65448117018252,108691,20.658058791404876,3828
Region_318,1350,84.65876057284623,42.325029322003275,63884,11.961768223188809,2795
Region_319,847,52.5797903329355,70.98497200997079,36964,26.324549883264787,3220
Region_320,333,83.49587322750196,68.09964237334034,57726,28.209587640907685,4739
Region_321,928,52.208271885505006,57.29602237508472,57044,29.909957341976387,2983
Region_322,1009,79.41318784849655,55.759476054867946,77149,24.900185060682084,1265
Region_323,502,99.96767497829174,78.59288630908107,57544,23.843351760700113,374
Region_324,1069,77.79032907185898,44.321230538127324,69976,10.387518971688776,1900
Region_325,865,73.66050590406667,51.83921546556927,52252,13.400176474752719,1540
Region_326,708,65.64274282527938,76.62243659190449,23832,16.642063544056988,943
Region_327,596,56.02612893932322,67.41602918632121,110811,24.334526194556243,1440
Region_328,1265,86.55118357291408,46.39941042667932,100437,27.874146626949216,3439
Region_329,1122,59.62995138928152,84.106780714103,54148,9.728477500574616,4289
Region_330,66,55.76410106236422,59.672392328179576,81240,28.05918711675257,4529
Region_331,1245,71.08813298652562,81.39341876610864,108454,22.39061630885145,2313
Region_332,1293,89.76709189795487,79.38565077638543,105076,20.269268267125966,3482
Region_333,207,87.25322740601102,71.2212723235864,97116,9.996031782048487,2421
Region_334,526,52.74413073232375,64.72405656475465,73459,6.388125820228764,3136
Region_335,1119,72.7571842518078,88.97754201908785,58402,19.2116224626985,4362
Region_336,1446,76.12172880355845,47.24825361899085,77727,21.28789208322231,1565
Region_337,567,82.22733253129111,76.25778637755573,58578,10.269536233867207,2967
Region_338,148,82.50836752216141,49.55953507323945,110453,18.911405145636408,2402
Region_339,1110,68.23486247286529,56.91315526661742,42318,26.41233506906434,1217
Region_340,329,78.0338597001757,55.434937168659765,95715,25.8766486363755,160
Region_341,1422,74.05309419220433,87.35179938693615,97787,28.18387951465743,4377
Region_342,546,94.24991782616405,88.36780888941377,105029,14.147145238922011,3705
Region_343,351,76.51325663174501,49.15077221173636,40466,12.951239313772968,3843
Region_344,230,72.05160808740808,41.10175801487521,115742,23.735650149520218,1805
Region_345,656,70.22427248409254,76.00040198315565,65475,15.777810127425125,1627
Region_346,1172,78.62138797167329,60.89949669352421,80142,7.188716600694516,1346
Region_347,749,90.19884897004488,44.44201225437822,105160,12.070028266762492,3824
Region_348,1042,76.92007451903937,74.18770527885212,46564,15.464557138287228,2270
Region_349,1189,83.08275875402708,67.25527641303498,42412,12.3129106369063,1022
Region_350,240,86.89278834532625,89.0258411000553,113526,13.305139273683041,1080
Region_351,302,76.00840549393659,51.37047479306895,71001,12.344397654359769,2643
Region_352,1030,71.34085283274322,60.19889381632741,77649,6.0374791795769855,4042
Region_353,977,93.83326889312247,67.12729016977114,80957,20.927367520611064,4663
Region_354,1234,70.87530420139461,79.58499942266758,55517,19.932310508836732,963
Region_355,1329,73.09714252877939,67.44193283600293,33156,21.334587461967015,2231
Region_356,1396,99.51706566708886,70.64500804309746,43064,9.807747400840686,3247
Region_357,177,50.01187617879423,51.307352579497035,45711,12.391363540312131,1512
Region_358,67,59.27364547883612,82.34593640442799,50106,20.490398173623056,2428
Region_359,615,69.19819449598629,61.43152734852379,85458,19.990689211498037,3504
Region_360,619,96.62949547126264,47.047981376088465,36589,17.658257733856694,3603
Region_361,1396,53.501485287373555,73.20939572527087,109272,13.760331250254936,1357
Region_362,735,50.4742716814249,50.80452265926537,106511,27.82327511936725,1239
Region_363,675,52.63419179886143,44.87812551196499,27214,13.494256057471095,737
Region_364,1361,54.42717053068091,83.09934542021361,116117,16.39047891093129,4711
Region_365,903,51.87983866031304,63.00811322442198,105731,21.95284577385522,1257
Region_366,1011,73.98906634282524,77.46418563478882,47127,18.575535771669102,1944
Region_367,204,79.03786036136638,54.529377990317755,25141,13.67214940910964,4972
Region_368,539,63.584348553450205,79.34850674588331,48884,15.891119761412746,1861
Region_369,1459,69.91436919878177,45.59679635107652,110421,24.862020446337652,3233
Region_370,834,54.58496675557151,57.79866868974264,22708,11.953228887165311,3847
Region_371,1177,66.81852319142111,88.90309089867642,38375,8.556380994420385,1694
Region_372,1466,76.12595958172615,79.6994858184003,35088,12.829080045744426,4018
Region_373,295,86.61359035923226,64.8627965157344,77615,26.238355387197533,2766
